id,driver,rider,state,time
1322,nienowvaleria@schmitt.org,amy85@gmail.com,SUCCESS,2016-06-02 23:55:21
1323,butler40@yahoo.com,daroldcrona@yundt-tremblay.org,SUCCESS,2016-06-14 23:52:50
1324,kalibarrows@gmail.com,smetz@gmail.com,SUCCESS,2016-06-04 12:17:25
1325,pablo78@yahoo.com,viviansmith@gmail.com,FAIL,2016-06-08 15:39:09
1326,ispencer@gmail.com,exiehowe@hotmail.com,SUCCESS,2016-06-10 08:31:23
1327,parisianafton@hotmail.com,nhegmann@gmail.com,SUCCESS,2016-06-03 20:29:33
1328,shade46@carroll-rodriguez.com,garnettferry@stiedemann.com,SUCCESS,2016-06-08 02:52:57
1329,flatleydonnie@howell.info,eschimmel@gmail.com,SUCCESS,2016-06-04 23:27:35
1330,harrishoeger@hotmail.com,bmonahan@yahoo.com,SUCCESS,2016-06-18 16:46:02
1331,awintheiser@gmail.com,handmaribeth@gmail.com,SUCCESS,2016-06-02 02:20:05
1332,tiarra75@hotmail.com,maury92@gmail.com,SUCCESS,2016-06-18 08:09:26
1333,ijacobs@wisozk.biz,arta21@batz.biz,SUCCESS,2016-06-12 15:54:49
1334,collinsflint@yahoo.com,alexandria54@breitenberg-schimmel.com,SUCCESS,2016-06-03 09:35:47
1335,collinsflint@yahoo.com,angelica95@gmail.com,SUCCESS,2016-06-11 15:01:23
1336,rosamond31@donnelly.com,runolfsdottirskylar@hotmail.com,SUCCESS,2016-06-11 08:25:44
1337,shickle@okon.net,attilio81@bosco.com,FAIL,2016-06-06 19:25:22
1338,flatleydonnie@howell.info,adamselwanda@gmail.com,SUCCESS,2016-06-07 14:26:34
1339,bjacobs@klocko-hammes.org,vgrimes@hotmail.com,SUCCESS,2016-06-09 04:40:55
1340,lweissnat@fadel.com,mfritsch@sipes.info,FAIL,2016-06-15 16:59:17
1341,bschuster@okuneva-wilkinson.com,reicherthaven@hotmail.com,SUCCESS,2016-06-02 22:05:50
1342,cbeatty@gmail.com,nroberts@hotmail.com,SUCCESS,2016-06-20 20:14:14
1343,scollins@wuckert.biz,jocelynn37@wisozk.net,SUCCESS,2016-06-17 19:52:07
1344,wehnerriley@gmail.com,kcarroll@gmail.com,FAIL,2016-06-13 23:36:15
1345,kalibarrows@gmail.com,camren01@kris-haley.com,SUCCESS,2016-06-05 06:48:07
1346,hodkiewiczrowan@yundt.org,kristyncummerata@boyle.com,SUCCESS,2016-06-15 07:23:45
1347,carrollmelodee@koepp-grant.com,uokon@gmail.com,SUCCESS,2016-06-04 08:07:09
1348,kalibarrows@gmail.com,creminparlee@yahoo.com,SUCCESS,2016-06-10 22:00:18
1349,kimberley19@gmail.com,hjohns@bogan.biz,SUCCESS,2016-06-03 12:44:28
1350,hardy18@gmail.com,kubrosanne@hotmail.com,SUCCESS,2016-06-15 08:47:54
1351,brandanmorar@emard.org,monahanillya@buckridge.com,SUCCESS,2016-06-07 14:29:01
1352,dulciefranecki@gerlach.com,dakota74@upton.net,SUCCESS,2016-06-06 18:03:48
1353,nkuphal@von.biz,arlenalang@hotmail.com,SUCCESS,2016-06-15 16:35:12
1354,nancy46@gmail.com,jlittel@emmerich.com,SUCCESS,2016-06-10 06:33:52
1355,torreyemmerich@grady.org,harvyraynor@gmail.com,SUCCESS,2016-06-18 06:22:36
1356,torreyemmerich@grady.org,hermistonkatia@rath.com,FAIL,2016-06-10 17:38:30
1357,marleyzboncak@cole-heathcote.com,dorr82@reichel-prosacco.com,SUCCESS,2016-06-16 11:56:13
1358,domenico69@tromp.net,edgarmayert@lakin.net,SUCCESS,2016-06-07 10:13:51
1359,hellertara@kuhlman.info,rthompson@hotmail.com,SUCCESS,2016-06-12 19:04:41
1360,aokuneva@botsford.com,nlehner@jenkins-mclaughlin.com,SUCCESS,2016-06-08 06:25:42
1361,kadencruickshank@yahoo.com,ashlyhowe@littel-tromp.net,SUCCESS,2016-06-14 23:05:43
1362,xbraun@schultz.com,ambershamill@hotmail.com,SUCCESS,2016-06-15 08:15:11
1363,vicy41@hotmail.com,zaralindgren@treutel.com,SUCCESS,2016-06-05 04:08:43
1364,cole87@gmail.com,boylechace@beer-gibson.net,FAIL,2016-06-13 10:04:57
1365,jmorissette@hackett-russel.com,medhurstmarland@lubowitz.biz,SUCCESS,2016-06-02 05:30:47
1366,gail35@baumbach.net,willmschelsie@yahoo.com,SUCCESS,2016-06-18 04:15:30
1367,greengenaro@yahoo.com,brentonthompson@hotmail.com,SUCCESS,2016-06-10 20:27:02
1368,zharber@yahoo.com,ruelbartell@rippin.info,SUCCESS,2016-06-15 04:02:25
1369,lokuneva@hotmail.com,jastorene@langosh.org,SUCCESS,2016-06-21 05:56:27
1370,myrtle65@ward.com,maggioannemarie@satterfield.info,FAIL,2016-06-13 14:08:48
1371,rodrickkerluke@gmail.com,odus14@stoltenberg.com,FAIL,2016-06-13 07:07:40
1372,bertrandmccullough@schneider.biz,hegmannjasmyn@hotmail.com,SUCCESS,2016-06-19 03:35:17
1373,hlowe@yahoo.com,rianwindler@vandervort.net,SUCCESS,2016-06-06 10:44:21
1374,zharber@yahoo.com,pearlineschulist@gmail.com,SUCCESS,2016-06-18 02:07:37
1375,hwehner@gmail.com,darren39@hotmail.com,SUCCESS,2016-06-10 21:45:15
1376,kiyoshijerde@jenkins.net,klinghallie@turcotte-harvey.com,SUCCESS,2016-06-20 01:44:07
1377,randolfnienow@yahoo.com,hzemlak@gmail.com,SUCCESS,2016-06-16 21:37:13
1378,robertsvaughn@collins-leffler.com,webermasako@yahoo.com,SUCCESS,2016-06-20 17:22:55
1379,lkrajcik@yahoo.com,yreinger@pagac.com,FAIL,2016-06-08 13:24:00
1380,bryan70@leuschke.com,ricardodach@gmail.com,SUCCESS,2016-06-08 12:08:20
1381,corwinsadie@bergstrom-windler.com,opfannerstill@gmail.com,FAIL,2016-06-03 06:02:45
1382,reatha86@hotmail.com,xschamberger@beatty.com,SUCCESS,2016-06-07 16:16:57
1383,ghessel@hotmail.com,cronaian@yahoo.com,SUCCESS,2016-06-13 08:31:50
1384,hmann@yahoo.com,gracie94@yahoo.com,SUCCESS,2016-06-12 07:51:57
1385,reubenwillms@purdy-keeling.com,parisrussel@schaefer-damore.biz,SUCCESS,2016-06-06 13:36:58
1386,njacobs@hotmail.com,khodkiewicz@walker.org,SUCCESS,2016-06-13 00:31:44
1387,bradtketito@vonrueden.com,millerloretto@yahoo.com,SUCCESS,2016-06-17 16:22:11
1388,adelardreilly@hotmail.com,aking@yahoo.com,FAIL,2016-06-19 13:41:38
1389,zharber@yahoo.com,nbuckridge@gmail.com,SUCCESS,2016-06-14 11:18:23
1390,randolfnienow@yahoo.com,cathryn29@gmail.com,SUCCESS,2016-06-06 12:38:40
1391,hardy18@gmail.com,miesha26@yahoo.com,SUCCESS,2016-06-15 09:41:42
1392,jmorissette@hackett-russel.com,adrienne88@pfeffer.org,SUCCESS,2016-06-10 21:28:30
1393,nkuphal@von.biz,hglover@yahoo.com,SUCCESS,2016-06-16 21:18:47
1394,lweissnat@fadel.com,pattie08@bailey.net,SUCCESS,2016-06-13 06:31:48
1395,atha40@lindgren.org,krajcikimogene@kunde-schoen.com,SUCCESS,2016-06-13 00:03:55
1396,bjornbednar@hotmail.com,josiah92@beier.com,SUCCESS,2016-06-05 19:55:27
1397,sengerjuli@hotmail.com,armstronghadley@yahoo.com,SUCCESS,2016-06-14 03:31:36
1398,ydooley@hotmail.com,huellaurie@stracke.com,SUCCESS,2016-06-02 03:22:38
1399,albertomorissette@yahoo.com,hirtheshena@king.com,SUCCESS,2016-06-20 11:18:42
1400,albertomorissette@yahoo.com,mossiejakubowski@hilll.biz,SUCCESS,2016-06-18 07:57:56
1401,luverneyundt@kozey.com,sjones@denesik.org,FAIL,2016-06-17 18:48:36
1402,desiraesimonis@gmail.com,tineysauer@gmail.com,SUCCESS,2016-06-02 18:34:56
1403,sjenkins@luettgen.biz,pacochaberta@lubowitz.com,SUCCESS,2016-06-04 05:00:38
1404,annemarie88@gmail.com,amosbernhard@yahoo.com,SUCCESS,2016-06-08 01:39:41
1405,xstracke@lynch.com,shirleyankunding@hotmail.com,SUCCESS,2016-06-19 18:41:33
1406,bertrandmccullough@schneider.biz,fritschchristiana@hamill.biz,SUCCESS,2016-06-08 13:59:48
1407,carloschultz@gmail.com,dondre03@okuneva-carter.com,SUCCESS,2016-06-05 20:50:39
1408,gabedaugherty@yahoo.com,miriam48@breitenberg-hessel.com,SUCCESS,2016-06-06 12:26:52
1409,christal75@upton.com,hayleeparisian@yahoo.com,SUCCESS,2016-06-18 23:12:14
1410,purdyevans@gmail.com,johnstonarley@hotmail.com,SUCCESS,2016-06-17 19:31:49
1411,wardell82@sawayn.com,vinniesawayn@hotmail.com,SUCCESS,2016-06-13 12:53:13
1412,karis05@gmail.com,rowelaraine@bednar.com,SUCCESS,2016-06-06 20:51:51
1413,corinnajohns@hotmail.com,edwina60@sporer.com,FAIL,2016-06-10 13:35:40
1414,nblock@brown.org,breitenbergsidney@gmail.com,SUCCESS,2016-06-05 18:58:33
1415,sherrill21@dooley.info,creminamiya@mckenzie-bashirian.info,SUCCESS,2016-06-05 04:54:01
1416,reatha86@hotmail.com,conroyrome@johns.biz,SUCCESS,2016-06-20 04:59:13
1417,steviepouros@blanda-barton.biz,mozelleking@kovacek.biz,FAIL,2016-06-17 21:39:42
1418,ritchienell@gmail.com,ostokes@osinski.com,SUCCESS,2016-06-20 02:25:46
1419,twunsch@gmail.com,reingerknute@gmail.com,SUCCESS,2016-06-16 05:28:43
1420,dangeloyundt@wisoky.org,kassulkeshad@gmail.com,FAIL,2016-06-16 07:21:09
1421,ratkebrandee@yahoo.com,mullerkorey@gmail.com,FAIL,2016-06-14 19:21:55
1422,ydooley@hotmail.com,gkunde@hotmail.com,SUCCESS,2016-06-14 09:10:38
1423,huelsjune@gmail.com,kzemlak@hotmail.com,SUCCESS,2016-06-16 14:47:59
1424,kiyoshijerde@jenkins.net,hubbardnienow@gmail.com,SUCCESS,2016-06-20 15:53:01
1425,dale89@schulist.com,mollie52@gmail.com,SUCCESS,2016-06-17 00:33:02
1426,bradtketito@vonrueden.com,brekkemuhammad@gmail.com,SUCCESS,2016-06-06 08:06:53
1427,randolfnienow@yahoo.com,reddenchristiansen@gmail.com,SUCCESS,2016-06-21 06:41:36
1428,merrivonrueden@gmail.com,christene83@schaefer-borer.com,SUCCESS,2016-06-04 01:22:37
1429,mills15@yahoo.com,aaron18@yahoo.com,SUCCESS,2016-06-05 03:28:36
1430,cathiegottlieb@rath.info,pacochacristi@yahoo.com,FAIL,2016-06-21 10:10:14
1431,delsiecarter@gmail.com,kathyrnkautzer@monahan-weber.info,FAIL,2016-06-10 11:59:55
1432,baileyalex@ohara.com,taylorboehm@rosenbaum-mohr.com,SUCCESS,2016-06-16 03:33:23
1433,lorenzarutherford@yahoo.com,bergerikki@oconner.info,SUCCESS,2016-06-17 18:28:35
1434,hattiedickens@kutch.com,chelsimcdermott@boehm-walsh.net,SUCCESS,2016-06-06 13:47:16
1435,arra07@gmail.com,tmcdermott@heller.org,SUCCESS,2016-06-11 07:47:50
1436,litzyadams@yahoo.com,rbeier@barrows.com,SUCCESS,2016-06-07 09:36:33
1437,camronmertz@hotmail.com,charlottie90@gmail.com,SUCCESS,2016-06-11 14:14:21
1438,loring24@gmail.com,lubowitzpedro@gmail.com,SUCCESS,2016-06-02 11:59:41
1439,njacobs@hotmail.com,gusikowskiethyl@osinski.net,SUCCESS,2016-06-09 16:01:34
1440,raynorkory@hackett.net,emmalineokon@runte-gulgowski.org,SUCCESS,2016-06-13 17:00:22
1441,vestakuhn@hotmail.com,pauletta28@gmail.com,SUCCESS,2016-06-01 19:31:24
1442,carolyne39@hotmail.com,judith40@gmail.com,SUCCESS,2016-06-11 06:18:31
1443,rippinwilliam@gmail.com,khintz@yahoo.com,SUCCESS,2016-06-12 18:27:26
1444,annemarie88@gmail.com,paloma97@gmail.com,SUCCESS,2016-06-07 15:40:36
1445,edaniel@yahoo.com,spinkasebastian@waters.info,FAIL,2016-06-16 23:05:19
1446,bergstromhilmer@hotmail.com,reynaschiller@hotmail.com,SUCCESS,2016-06-10 16:14:46
1447,luann19@yahoo.com,jheaney@yahoo.com,FAIL,2016-06-02 09:25:27
1448,kparker@altenwerth.com,borerkylan@douglas.org,SUCCESS,2016-06-01 20:49:55
1449,danaberge@hotmail.com,tweber@hotmail.com,SUCCESS,2016-06-07 06:34:30
1450,smith82@bins.com,purdyclarke@murazik-vonrueden.com,SUCCESS,2016-06-17 09:25:17
1451,dyan19@hyatt.com,brenden80@padberg-nolan.info,FAIL,2016-06-08 15:07:06
1452,jerdekiyoshi@yahoo.com,lueilwitzquinn@yahoo.com,SUCCESS,2016-06-05 00:13:08
1453,fweber@hotmail.com,kathey08@williamson-huels.com,SUCCESS,2016-06-08 18:34:05
1454,sharakovacek@reinger.org,janessakessler@gmail.com,FAIL,2016-06-19 00:40:25
1455,sybilla19@hotmail.com,katherin74@yahoo.com,SUCCESS,2016-06-13 19:19:33
1456,donnellypaige@kshlerin-johns.com,brentonthompson@hotmail.com,SUCCESS,2016-06-09 18:44:00
1457,schaeferkamari@hotmail.com,karelreinger@gmail.com,SUCCESS,2016-06-08 07:56:36
1458,yandeldach@haag.org,bellwaelchi@dach.com,SUCCESS,2016-06-14 18:50:35
1459,rhills@mcglynn.com,franciesullrich@gmail.com,FAIL,2016-06-03 18:18:08
1460,eichmannmarianna@gmail.com,arlyemmerich@hotmail.com,SUCCESS,2016-06-05 21:46:01
1461,iwiegand@kuhic.com,oreinger@zulauf.com,SUCCESS,2016-06-16 13:24:21
1462,bjornbednar@hotmail.com,tsanford@herzog-kshlerin.com,SUCCESS,2016-06-13 08:09:32
1463,camronmertz@hotmail.com,jenniferlang@adams.net,FAIL,2016-06-07 10:18:58
1464,dakotalowe@gmail.com,hillary94@jast.org,FAIL,2016-06-04 12:01:52
1465,framibula@hotmail.com,khloeosinski@yahoo.com,SUCCESS,2016-06-10 17:01:38
1466,okunevarenada@cummings-bahringer.com,schadenwilkie@krajcik.info,SUCCESS,2016-06-14 12:16:16
1467,ricardo73@gmail.com,evalyn56@lemke.com,FAIL,2016-06-12 18:12:34
1468,mkunze@kihn.net,gundaquigley@ohara.com,FAIL,2016-06-04 02:40:51
1469,cmedhurst@ratke.com,goyettejamiya@erdman.com,SUCCESS,2016-06-09 00:42:42
1470,kbogisich@hirthe.info,boylecherrelle@veum-wintheiser.com,SUCCESS,2016-06-07 08:34:04
1471,jmuller@yahoo.com,bashirianlanie@torp.com,FAIL,2016-06-09 19:33:11
1472,gabedaugherty@yahoo.com,deckowloyce@kilback.com,SUCCESS,2016-06-04 23:21:20
1473,hconsidine@yahoo.com,roll88@gmail.com,SUCCESS,2016-06-01 22:59:14
1474,atha40@lindgren.org,johnstonarley@hotmail.com,SUCCESS,2016-06-05 19:38:34
1475,ptremblay@mcclure-dibbert.info,verner26@gmail.com,SUCCESS,2016-06-20 15:06:45
1476,xbrown@gmail.com,dsipes@kihn.net,SUCCESS,2016-06-15 11:51:48
1477,albertomorissette@yahoo.com,jbalistreri@hotmail.com,SUCCESS,2016-06-01 16:17:37
1478,kuvalistoby@moore.com,dprohaska@botsford-prosacco.net,SUCCESS,2016-06-03 15:46:08
1479,atharaynor@hammes.com,lschaden@hotmail.com,SUCCESS,2016-06-10 20:37:08
1480,ijacobs@wisozk.biz,walkerfernanda@witting.info,SUCCESS,2016-06-04 11:44:10
1481,lon13@yahoo.com,kennedy69@hodkiewicz-willms.org,SUCCESS,2016-06-11 21:51:38
1482,emmericharmand@gmail.com,sheryl60@crist.com,SUCCESS,2016-06-17 08:45:02
1483,flatleydonnie@howell.info,michael26@ryan.net,SUCCESS,2016-06-02 02:05:32
1484,gbradtke@hotmail.com,bmorar@hintz-gerlach.com,SUCCESS,2016-06-08 03:22:35
1485,billye21@bins.com,herzogerma@gmail.com,SUCCESS,2016-06-05 18:17:48
1486,gabedaugherty@yahoo.com,nicolasiyana@hagenes.com,SUCCESS,2016-06-07 19:49:31
1487,lon13@yahoo.com,crooksmarceline@hotmail.com,SUCCESS,2016-06-08 07:16:49
1488,streichsuzan@hotmail.com,kuhlmankylah@robel.biz,SUCCESS,2016-06-09 18:49:21
1489,gottliebjemal@marquardt-conroy.biz,wolffadonis@kunde-keebler.net,SUCCESS,2016-06-15 06:27:42
1490,kuvalistoby@moore.com,zachariahbernhard@yahoo.com,SUCCESS,2016-06-13 21:27:49
1491,dmccullough@hotmail.com,kkihn@stamm.com,SUCCESS,2016-06-02 21:49:03
1492,bergstromhilmer@hotmail.com,bernhard56@cummerata-ward.info,SUCCESS,2016-06-19 05:20:55
1493,vicy41@hotmail.com,pat56@yahoo.com,SUCCESS,2016-06-11 22:44:30
1494,zbrown@yahoo.com,rockybergnaum@hotmail.com,SUCCESS,2016-06-04 03:20:32
1495,racquelschneider@kreiger.biz,vlittle@gmail.com,SUCCESS,2016-06-10 03:18:30
1496,schaeferkamari@hotmail.com,harberjermaine@hotmail.com,SUCCESS,2016-06-11 00:42:47
1497,shelly17@oconner.net,lbeahan@hotmail.com,SUCCESS,2016-06-10 22:37:26
1498,gottliebmonika@upton-oconner.com,lueilwitzangela@hotmail.com,FAIL,2016-06-17 09:19:49
1499,flatleydonnie@howell.info,hcarroll@yahoo.com,FAIL,2016-06-12 04:00:51
1500,jazmin18@windler.com,jayzboncak@kilback-batz.org,SUCCESS,2016-06-06 14:11:14
1501,dillon62@franecki.com,aria66@harris.com,SUCCESS,2016-06-05 18:57:55
1502,boston71@jenkins.com,framicarolyne@gmail.com,FAIL,2016-06-12 17:02:41
1503,klingmetta@dibbert-emmerich.biz,strosinlani@schuppe.org,SUCCESS,2016-06-07 11:06:53
1504,cherrylbednar@gmail.com,cheyennelang@jakubowski-kilback.com,SUCCESS,2016-06-16 05:41:34
1505,annemarie88@gmail.com,zsenger@predovic.com,SUCCESS,2016-06-20 16:40:01
1506,corinnajohns@hotmail.com,xrussel@hotmail.com,FAIL,2016-06-12 07:59:48
1507,kdeckow@yahoo.com,bernadettecole@turcotte.org,SUCCESS,2016-06-03 03:14:06
1508,schaeferkamari@hotmail.com,tkautzer@carter-farrell.net,FAIL,2016-06-15 16:22:53
1509,gottliebcandida@treutel.net,dakota15@grant.com,FAIL,2016-06-09 04:09:48
1510,derrellmcdermott@hotmail.com,mertzmafalda@yahoo.com,FAIL,2016-06-09 11:17:34
1511,bradtkeolena@gmail.com,aloyslemke@yahoo.com,SUCCESS,2016-06-04 00:35:45
1512,bradtkeolena@gmail.com,ihilpert@zemlak.net,SUCCESS,2016-06-20 18:56:53
1513,lkrajcik@yahoo.com,khegmann@gmail.com,SUCCESS,2016-06-20 18:27:18
1514,bertrandmccullough@schneider.biz,bryannaokuneva@gmail.com,SUCCESS,2016-06-17 18:33:57
1515,harrishoeger@hotmail.com,dcremin@yahoo.com,SUCCESS,2016-06-18 14:59:50
1516,xstracke@lynch.com,gdibbert@gmail.com,FAIL,2016-06-16 19:34:18
1517,eve52@gmail.com,mimiohara@funk-feeney.com,FAIL,2016-06-03 03:41:34
1518,xbrown@gmail.com,awisoky@barton.com,SUCCESS,2016-06-18 08:10:22
1519,malik87@howell.com,jamaal17@gislason.biz,SUCCESS,2016-06-17 11:23:25
1520,christin15@gmail.com,blockteena@tillman-wiza.net,FAIL,2016-06-06 03:48:24
1521,nblock@brown.org,emmerichrayna@gmail.com,SUCCESS,2016-06-12 16:06:03
1522,desiraesimonis@gmail.com,bschulist@yahoo.com,SUCCESS,2016-06-06 12:39:47
1523,gail35@baumbach.net,epifaniohayes@gmail.com,SUCCESS,2016-06-07 13:41:32
1524,wolffmisael@rutherford-bartoletti.com,lucretiavonrueden@kreiger.com,SUCCESS,2016-06-11 21:41:12
1525,carloschultz@gmail.com,edwincassin@greenholt.com,SUCCESS,2016-06-09 12:46:44
1526,xmills@hartmann.net,ehickle@walker.com,FAIL,2016-06-20 11:47:34
1527,harriskinley@mckenzie-predovic.org,tracierunte@hotmail.com,SUCCESS,2016-06-20 09:38:27
1528,dmccullough@hotmail.com,mitchellarchie@yost.info,FAIL,2016-06-03 07:54:05
1529,eve52@gmail.com,algerrogahn@hotmail.com,SUCCESS,2016-06-05 08:21:15
1530,gail35@baumbach.net,botsfordaudy@gmail.com,SUCCESS,2016-06-12 03:13:54
1531,gravesolson@bauch.com,kellie83@stracke.biz,SUCCESS,2016-06-04 09:09:36
1532,racquelschneider@kreiger.biz,mkunze@yahoo.com,SUCCESS,2016-06-15 12:56:09
1533,eve52@gmail.com,vivian57@hayes-lockman.biz,FAIL,2016-06-07 11:27:47
1534,winifred10@bosco-haag.com,alexandroreinger@kihn-monahan.com,SUCCESS,2016-06-09 00:14:04
1535,mbeer@mante-halvorson.com,briakassulke@gmail.com,SUCCESS,2016-06-16 05:39:54
1536,rogahnlindell@rosenbaum.com,bkuhlman@gerhold.info,SUCCESS,2016-06-13 13:37:21
1537,derrellmcdermott@hotmail.com,rwilderman@hotmail.com,FAIL,2016-06-03 21:43:46
1538,flatleydonnie@howell.info,chas25@wyman.org,SUCCESS,2016-06-10 09:59:39
1539,yokeefe@ryan.org,portia11@becker.com,SUCCESS,2016-06-13 03:33:15
1540,butler40@yahoo.com,allyankunding@romaguera-moore.net,SUCCESS,2016-06-02 06:00:50
1541,bschuster@okuneva-wilkinson.com,beatrixsauer@heller.com,SUCCESS,2016-06-13 06:53:41
1542,klingoda@hotmail.com,emmalineokon@runte-gulgowski.org,SUCCESS,2016-06-10 18:25:53
1543,ppagac@morissette-schuster.com,zwitting@roob.info,SUCCESS,2016-06-21 07:54:17
1544,cbeatty@gmail.com,bascom52@sauer-tillman.info,SUCCESS,2016-06-12 04:02:58
1545,drew16@gmail.com,vhettinger@hotmail.com,SUCCESS,2016-06-04 13:31:27
1546,loraynebashirian@hotmail.com,fheidenreich@schiller.com,SUCCESS,2016-06-21 10:26:49
1547,gislasonshelby@walsh.net,jarrell18@yahoo.com,SUCCESS,2016-06-18 23:21:30
1548,sswift@hotmail.com,verenapowlowski@hotmail.com,SUCCESS,2016-06-05 10:26:02
1549,luann19@yahoo.com,davisdanniel@labadie.com,SUCCESS,2016-06-04 06:18:37
1550,zgulgowski@beier.com,rfunk@gmail.com,SUCCESS,2016-06-18 23:09:58
1551,spollich@robel.com,danyelle46@gmail.com,FAIL,2016-06-10 06:34:52
1552,reatha86@hotmail.com,shanahanoris@hotmail.com,FAIL,2016-06-06 23:58:20
1553,harriskinley@mckenzie-predovic.org,fhowe@gmail.com,SUCCESS,2016-06-03 08:49:08
1554,oreillysusan@gmail.com,coty07@yahoo.com,SUCCESS,2016-06-13 09:37:39
1555,cbeatty@gmail.com,valentine67@hammes-harris.com,SUCCESS,2016-06-12 12:39:51
1556,brandanmorar@emard.org,lstokes@miller-bins.com,FAIL,2016-06-12 08:33:24
1557,wehnerriley@gmail.com,mohrbelton@walsh.com,SUCCESS,2016-06-04 00:19:05
1558,rempelnicky@hartmann.net,lpollich@jast-krajcik.com,SUCCESS,2016-06-05 20:26:15
1559,stokescharley@bernhard.com,javen18@swaniawski-schumm.com,SUCCESS,2016-06-16 00:04:42
1560,botsfordlavada@gmail.com,regis35@prohaska.com,SUCCESS,2016-06-01 16:30:36
1561,julisa57@yahoo.com,chalmerbalistreri@borer-walsh.com,SUCCESS,2016-06-20 01:42:36
1562,wardell82@sawayn.com,kleinkaylee@yahoo.com,SUCCESS,2016-06-21 10:17:36
1563,kaitlin33@goodwin.com,oreillyzigmund@pouros-dooley.info,FAIL,2016-06-14 06:25:03
1564,cathiegottlieb@rath.info,jzboncak@swift.com,SUCCESS,2016-06-03 10:28:01
1565,rosamond31@donnelly.com,lawerence92@hotmail.com,SUCCESS,2016-06-05 06:41:02
1566,preichel@gmail.com,hermanjenna@jenkins-hegmann.com,SUCCESS,2016-06-10 17:06:44
1567,mills15@yahoo.com,cassiecrist@reynolds.com,SUCCESS,2016-06-10 05:08:05
1568,xstracke@lynch.com,schroederevert@hotmail.com,SUCCESS,2016-06-12 19:34:29
1569,ratkebrandee@yahoo.com,benjaman00@okuneva.org,SUCCESS,2016-06-20 05:28:06
1570,sawaynlugenia@yahoo.com,zeldadare@senger.org,SUCCESS,2016-06-13 05:44:31
1571,klingoda@hotmail.com,langworthletta@williamson.com,SUCCESS,2016-06-03 15:47:33
1572,jacobsoncatina@hotmail.com,zeb29@skiles-ward.com,SUCCESS,2016-06-03 17:11:57
1573,santana79@hotmail.com,idabelle00@hyatt.org,SUCCESS,2016-06-07 21:20:51
1574,danaberge@hotmail.com,jacquline00@haag.com,SUCCESS,2016-06-15 01:51:00
1575,loraynebashirian@hotmail.com,derrellbartell@hotmail.com,SUCCESS,2016-06-04 00:05:27
1576,vestakuhn@hotmail.com,teaganschowalter@yahoo.com,SUCCESS,2016-06-15 05:17:35
1577,marta35@yahoo.com,emileroob@yahoo.com,SUCCESS,2016-06-16 22:28:35
1578,blynch@goodwin.com,colonel19@hotmail.com,FAIL,2016-06-18 01:16:39
1579,kaitlin33@goodwin.com,uhuel@hotmail.com,SUCCESS,2016-06-10 10:53:26
1580,brandanmorar@emard.org,thea95@gmail.com,SUCCESS,2016-06-15 05:57:04
1581,hconsidine@yahoo.com,latriciahamill@hotmail.com,SUCCESS,2016-06-11 05:47:11
1582,jaidynwalsh@corkery.info,znienow@sauer-blick.com,FAIL,2016-06-03 21:05:29
1583,botsfordsuzette@dach.com,sterry@white.com,SUCCESS,2016-06-21 11:28:00
1584,maebell03@yahoo.com,hartbaumbach@fadel-ritchie.org,FAIL,2016-06-07 10:50:22
1585,gislasonjoni@green-fahey.biz,gkirlin@pouros.info,SUCCESS,2016-06-15 13:57:34
1586,lossiemante@gmail.com,hermistonmalcolm@abernathy.com,SUCCESS,2016-06-09 07:30:59
1587,ywest@stiedemann.com,kattiewitting@hotmail.com,SUCCESS,2016-06-06 20:02:12
1588,rippinwilliam@gmail.com,roll88@gmail.com,SUCCESS,2016-06-21 04:19:09
1589,siena51@runolfsdottir.info,olsonwilmer@yahoo.com,SUCCESS,2016-06-01 16:52:32
1590,wehnerriley@gmail.com,ehyatt@gmail.com,SUCCESS,2016-06-12 16:58:32
1591,kossgussie@mcclure.org,aydin02@hotmail.com,SUCCESS,2016-06-19 22:44:51
1592,tmcdermott@stoltenberg-collier.com,ty07@hotmail.com,SUCCESS,2016-06-18 04:57:46
1593,link15@hayes.org,toshaheidenreich@hotmail.com,SUCCESS,2016-06-15 16:39:19
1594,okunevarenada@cummings-bahringer.com,amorar@nikolaus.com,SUCCESS,2016-06-13 21:59:03
1595,kossgussie@mcclure.org,kerlukeivy@hotmail.com,SUCCESS,2016-06-06 19:56:45
1596,huelsjune@gmail.com,gcassin@gmail.com,SUCCESS,2016-06-09 00:47:46
1597,kuvalistoby@moore.com,mrogahn@gerhold.com,SUCCESS,2016-06-10 02:36:09
1598,nlynch@schneider.org,walshamerica@connelly-schmitt.com,SUCCESS,2016-06-16 02:23:12
1599,baileyalex@ohara.com,keisha68@bernhard.com,FAIL,2016-06-14 10:47:55
1600,kalibarrows@gmail.com,lilianmccullough@gmail.com,SUCCESS,2016-06-19 18:42:44
1601,ciara67@yahoo.com,maryanne67@streich-windler.net,SUCCESS,2016-06-08 07:27:29
1602,carrollmelodee@koepp-grant.com,weslarson@hotmail.com,FAIL,2016-06-13 23:26:11
1603,xbrown@gmail.com,valfunk@bartell-hansen.com,SUCCESS,2016-06-06 12:08:12
1604,carloschultz@gmail.com,ryanbrody@gmail.com,FAIL,2016-06-17 16:44:01
1605,hattiedickens@kutch.com,heidenreichtylor@gmail.com,FAIL,2016-06-05 15:47:32
